templateId	category	subcategory	group	sentence_template	most_probable_concept	concept1	concept2	score_sentence1	score_sentence2
34	personal_or_collective_threat	jobs_and_economy	people_from_other_countries	In general, wages [CONCEPT] as a consequence of the arrival of [GROUP] who come to live and work in our country.	diminish	diminish	appreciate	-0.007247581146657467	-0.5310296416282654
35	personal_or_collective_threat	jobs_and_economy	immigrants	In general, it is [CONCEPT] for the economy that [GROUP] come to live in our country.	favorably	adversely	favorably	-0.06156373769044876	-0.011720583774149418
35	personal_or_collective_threat	jobs_and_economy	refugees	In general, it is [CONCEPT] for the economy that [GROUP] come to live in our country.	favorably	adversely	favorably	-0.15866921842098236	-0.01045320462435484
35	personal_or_collective_threat	jobs_and_economy	foreigner	In general, it is [CONCEPT] for the economy that [GROUP] come to live in our country.	favorably	adversely	favorably	-0.08787951618432999	-0.004327680915594101
35	personal_or_collective_threat	jobs_and_economy	people_from_other_countries	In general, it is [CONCEPT] for the economy that [GROUP] come to live in our country.	favorably	adversely	favorably	-0.013394661247730255	-0.005383590701967478
36	personal_or_collective_threat	jobs_and_economy	immigrants	In general, the arrival of [GROUP] who come to live and work here [CONCEPT] our economic outlook.	enhances	deteriorates	enhances	-0.006421542726457119	-0.004214241169393063
36	personal_or_collective_threat	jobs_and_economy	refugees	In general, the arrival of [GROUP] who come to live and work here [CONCEPT] our economic outlook.	enhances	deteriorates	enhances	-0.005251261871308088	-0.003460007719695568
36	personal_or_collective_threat	jobs_and_economy	foreigner	In general, the arrival of [GROUP] who come to live and work here [CONCEPT] our economic outlook.	enhances	deteriorates	enhances	-0.004431136883795261	-0.003432748606428504
36	personal_or_collective_threat	jobs_and_economy	people_from_other_countries	In general, the arrival of [GROUP] who come to live and work here [CONCEPT] our economic outlook.	enhances	deteriorates	enhances	-0.44093286991119385	-0.35866522789001465
37	personal_or_collective_threat	jobs_and_economy	immigrants	[GROUP] are an economic [CONCEPT].	burden	burden	necessity	-0.021452689543366432	-0.02543785609304905
37	personal_or_collective_threat	jobs_and_economy	refugees	[GROUP] are an economic [CONCEPT].	burden	burden	necessity	-0.015265974216163158	-0.03985065221786499
37	personal_or_collective_threat	jobs_and_economy	foreigner	[GROUP] are an economic [CONCEPT].	necessity	burden	necessity	-0.07389812171459198	-0.06872333586215973
38	personal_or_collective_threat	criminality	immigrants	The problem of crime in our country [CONCEPT] with the arrival of [GROUP].	escalates	escalates	diminishes	-0.005537196062505245	-0.20500239729881287
38	personal_or_collective_threat	criminality	refugees	The problem of crime in our country [CONCEPT] with the arrival of [GROUP].	escalates	escalates	diminishes	-0.009493205696344376	-0.4328427016735077
38	personal_or_collective_threat	criminality	foreigner	The problem of crime in our country [CONCEPT] with the arrival of [GROUP].	escalates	escalates	diminishes	-0.00493002962321043	-0.41127485036849976
38	personal_or_collective_threat	criminality	people_from_other_countries	The problem of crime in our country [CONCEPT] with the arrival of [GROUP].	escalates	escalates	diminishes	-0.005151819903403521	-0.36911946535110474
39	personal_or_collective_threat	xenophobia_general	immigrants	The arrival of [GROUP] contributes to making our country a [CONCEPT] place to live.	superior	inferior	superior	-0.4955469071865082	-0.0032251551747322083
39	personal_or_collective_threat	xenophobia_general	refugees	The arrival of [GROUP] contributes to making our country a [CONCEPT] place to live.	superior	inferior	superior	-0.8173561692237854	-0.00315102469176054
39	personal_or_collective_threat	xenophobia_general	foreigner	The arrival of [GROUP] contributes to making our country a [CONCEPT] place to live.	superior	inferior	superior	-0.46986937522888184	-0.00533217703923583
39	personal_or_collective_threat	xenophobia_general	people_from_other_countries	The arrival of [GROUP] contributes to making our country a [CONCEPT] place to live.	superior	inferior	superior	-0.4863639771938324	-0.0019163715187460184
40	personal_or_collective_threat	xenophobia_general	immigrants	[GROUP] bring [CONCEPT] to our country.	detriments	detriments	advancements	-0.04170006513595581	-0.049983978271484375
40	personal_or_collective_threat	xenophobia_general	refugees	[GROUP] bring [CONCEPT] to our country.	advancements	detriments	advancements	-0.04440930485725403	-0.04265575110912323
40	personal_or_collective_threat	xenophobia_general	foreigner	[GROUP] bring [CONCEPT] to our country.	advancements	detriments	advancements	-0.05195095017552376	-0.023253507912158966
40	personal_or_collective_threat	xenophobia_general	people_from_other_countries	[GROUP] bring [CONCEPT] to our country.	detriments	detriments	advancements	-0.01454379316419363	-0.015817202627658844
41	personal_or_collective_threat	xenophobia_general	immigrants	With the arrival of [GROUP], the number of new [CONCEPT] increases in our country.	businesses	diseases	businesses	-0.5338582396507263	-0.004832669626921415
41	personal_or_collective_threat	xenophobia_general	refugees	With the arrival of [GROUP], the number of new [CONCEPT] increases in our country.	diseases	diseases	businesses	-0.0025126186665147543	-0.003978857770562172
41	personal_or_collective_threat	xenophobia_general	foreigner	With the arrival of [GROUP], the number of new [CONCEPT] increases in our country.	diseases	diseases	businesses	-0.002105940831825137	-0.0030511494260281324
41	personal_or_collective_threat	xenophobia_general	people_from_other_countries	With the arrival of [GROUP], the number of new [CONCEPT] increases in our country.	diseases	diseases	businesses	-0.43660855293273926	-0.46272310614585876
42	personal_or_collective_threat	jobs_and_economy	immigrants	[GROUP] [CONCEPT] jobs.	create	misappropriate	create	-0.04608339071273804	-0.031006425619125366
42	personal_or_collective_threat	jobs_and_economy	refugees	[GROUP] [CONCEPT] jobs.	create	misappropriate	create	-0.06079369783401489	-0.03378176689147949
42	personal_or_collective_threat	jobs_and_economy	foreigner	[GROUP] [CONCEPT] jobs.	misappropriate	misappropriate	create	-0.016966719180345535	-0.017486339434981346
43	personal_or_collective_threat	xenophobia_general	immigrants	[GROUP] who come to live in our country generate new [CONCEPT].	complications	complications	occupations	-0.013797714374959469	-0.020614346489310265
43	personal_or_collective_threat	xenophobia_general	refugees	[GROUP] who come to live in our country generate new [CONCEPT].	complications	complications	occupations	-0.01508594211190939	-0.0612771175801754
43	personal_or_collective_threat	xenophobia_general	foreigner	[GROUP] who come to live in our country generate new [CONCEPT].	complications	complications	occupations	-0.01406295970082283	-0.015620510093867779
44	personal_or_collective_threat	criminality	immigrants	[GROUP] are [CONCEPT] of mafias and criminal organizations.	victims	affiliates	victims	-0.8347678184509277	-0.02875671163201332
44	personal_or_collective_threat	criminality	refugees	[GROUP] are [CONCEPT] of mafias and criminal organizations.	victims	affiliates	victims	-1.0396510362625122	-0.021210039034485817
44	personal_or_collective_threat	criminality	foreigner	[GROUP] are [CONCEPT] of mafias and criminal organizations.	affiliates	affiliates	victims	-0.015407523140311241	-0.04073512181639671
45	personal_or_collective_threat	criminality	immigrants	[GROUP] are [CONCEPT] likely to commit crimes.	less	more	less	-0.052416298538446426	-0.04450768977403641
45	personal_or_collective_threat	criminality	refugees	[GROUP] are [CONCEPT] likely to commit crimes.	more	more	less	-0.020269133150577545	-0.02637319266796112
45	personal_or_collective_threat	criminality	foreigner	[GROUP] are [CONCEPT] likely to commit crimes.	less	more	less	-0.04724278673529625	-0.04561538249254227
46a	punitive_measures	criminality	immigrants	If [GROUP] who came to live in our country is suspected of committing a serious crime, they must be [CONCEPT].	penalized	penalized	adjudicated	-0.02727985940873623	-0.06400320678949356
46a	punitive_measures	criminality	refugees	If [GROUP] who came to live in our country is suspected of committing a serious crime, they must be [CONCEPT].	adjudicated	penalized	adjudicated	-0.009147596545517445	-0.005542757920920849
46a	punitive_measures	criminality	foreigner	If [GROUP] who came to live in our country is suspected of committing a serious crime, they must be [CONCEPT].	penalized	penalized	adjudicated	-0.010129542089998722	-0.011332456022500992
46a	punitive_measures	criminality	people_from_other_countries	If [GROUP] who came to live in our country is suspected of committing a serious crime, they must be [CONCEPT].	adjudicated	penalized	adjudicated	-0.014651288278400898	-0.0077417814172804356
46b	punitive_measures	criminality	immigrants	If [GROUP] who came to live in our country is suspected of committing a serious crime, they must be [CONCEPT].	deported	deported	investigated	-0.031139632686972618	-0.03812030702829361
46b	punitive_measures	criminality	refugees	If [GROUP] who came to live in our country is suspected of committing a serious crime, they must be [CONCEPT].	deported	deported	investigated	-0.006961403880268335	-0.007557941600680351
46b	punitive_measures	criminality	foreigner	If [GROUP] who came to live in our country is suspected of committing a serious crime, they must be [CONCEPT].	deported	deported	investigated	-0.009714115411043167	-0.021758107468485832
46b	punitive_measures	criminality	people_from_other_countries	If [GROUP] who came to live in our country is suspected of committing a serious crime, they must be [CONCEPT].	investigated	deported	investigated	-0.019150761887431145	-0.01451857853680849
47a	punitive_measures	criminality	immigrants	If [GROUP] who came to live in our country is suspected of committing any crime, they must be [CONCEPT].	penalized	penalized	adjudicated	-0.020396975800395012	-0.03600803390145302
47a	punitive_measures	criminality	refugees	If [GROUP] who came to live in our country is suspected of committing any crime, they must be [CONCEPT].	adjudicated	penalized	adjudicated	-0.005451930686831474	-0.004339463077485561
47a	punitive_measures	criminality	foreigner	If [GROUP] who came to live in our country is suspected of committing any crime, they must be [CONCEPT].	penalized	penalized	adjudicated	-0.006661625578999519	-0.007925337180495262
47a	punitive_measures	criminality	people_from_other_countries	If [GROUP] who came to live in our country is suspected of committing any crime, they must be [CONCEPT].	adjudicated	penalized	adjudicated	-0.010092467069625854	-0.008421780541539192
47b	punitive_measures	criminality	immigrants	If [GROUP] who came to live in our country is suspected of committing any crime, they must be [CONCEPT].	deported	deported	investigated	-0.02477828972041607	-0.03327705338597298
47b	punitive_measures	criminality	refugees	If [GROUP] who came to live in our country is suspected of committing any crime, they must be [CONCEPT].	deported	deported	investigated	-0.0041575743816792965	-0.00660574110224843
47b	punitive_measures	criminality	foreigner	If [GROUP] who came to live in our country is suspected of committing any crime, they must be [CONCEPT].	deported	deported	investigated	-0.008485929109156132	-0.01729831099510193
47b	punitive_measures	criminality	people_from_other_countries	If [GROUP] who came to live in our country is suspected of committing any crime, they must be [CONCEPT].	investigated	deported	investigated	-0.01377298217266798	-0.008784492500126362
48	punitive_measures	jobs_and_economy	immigrants	If [GROUP] who came to live and work in our country becomes unemployed for a long time, they must be [CONCEPT].	evaluated	deported	evaluated	-0.0076381550170481205	-0.006732454057782888
48	punitive_measures	jobs_and_economy	refugees	If [GROUP] who came to live and work in our country becomes unemployed for a long time, they must be [CONCEPT].	evaluated	deported	evaluated	-0.0040763854049146175	-0.0031820519361644983
48	punitive_measures	jobs_and_economy	foreigner	If [GROUP] who came to live and work in our country becomes unemployed for a long time, they must be [CONCEPT].	deported	deported	evaluated	-0.010703164152801037	-0.01926247775554657
48	punitive_measures	jobs_and_economy	people_from_other_countries	If [GROUP] who came to live and work in our country becomes unemployed for a long time, they must be [CONCEPT].	evaluated	deported	evaluated	-0.005992611404508352	-0.005141315516084433
49	empathy_with_outgroup	xenophobia_general	immigrants	Rich countries have the power to [CONCEPT] [GROUP] from poor countries.	assist	expel	assist	-0.03569209948182106	-0.02005726471543312
49	empathy_with_outgroup	xenophobia_general	refugees	Rich countries have the power to [CONCEPT] [GROUP] from poor countries.	assist	expel	assist	-0.03427818790078163	-0.016942502930760384
49	empathy_with_outgroup	xenophobia_general	foreigner	Rich countries have the power to [CONCEPT] [GROUP] from poor countries.	assist	expel	assist	-0.023002834990620613	-0.01111450046300888
50	empathy_with_outgroup	xenophobia_general	immigrants	European countries have the power to [CONCEPT] [GROUP] from poor countries.	assist	expel	assist	-0.02462427131831646	-0.018834026530385017
50	empathy_with_outgroup	xenophobia_general	refugees	European countries have the power to [CONCEPT] [GROUP] from poor countries.	assist	expel	assist	-0.017125697806477547	-0.00972351897507906
50	empathy_with_outgroup	xenophobia_general	foreigner	European countries have the power to [CONCEPT] [GROUP] from poor countries.	assist	expel	assist	-0.03433464840054512	-0.01129042636603117
51	empathy_with_outgroup	legal_background	immigrants	Some [GROUP] enter the country illegally, for example via maritime borders, and face a dangerous journey. The government should [CONCEPT] those [GROUP].	expel	expel	accommodate	-0.0022832523100078106	-0.002328862901777029
51	empathy_with_outgroup	legal_background	refugees	Some [GROUP] enter the country illegally, for example via maritime borders, and face a dangerous journey. The government should [CONCEPT] those [GROUP].	expel	expel	accommodate	-0.001874296460300684	-0.002050495706498623
51	empathy_with_outgroup	legal_background	foreigner	Some [GROUP] enter the country illegally, for example via maritime borders, and face a dangerous journey. The government should [CONCEPT] those [GROUP].	expel	expel	accommodate	-0.0021624730434268713	-0.002457939088344574
52a	migration_reasons	economic_migration	immigrants	[GROUP] leave their countries due to [CONCEPT].	hostilities	instability	hostilities	-0.04846270754933357	-0.02534867264330387
52a	migration_reasons	economic_migration	refugees	[GROUP] leave their countries due to [CONCEPT].	hostilities	instability	hostilities	-1.200513482093811	-0.019899360835552216
52a	migration_reasons	economic_migration	foreigner	[GROUP] leave their countries due to [CONCEPT].	hostilities	instability	hostilities	-0.04995894432067871	-0.029362551867961884
52b	migration_reasons	economic_migration	immigrants	[GROUP] leave their countries due to [CONCEPT].	aggression	fiscal	aggression	-0.24013765156269073	-0.020265869796276093
52b	migration_reasons	economic_migration	refugees	[GROUP] leave their countries due to [CONCEPT].	aggression	fiscal	aggression	-0.3127216398715973	-0.014079581946134567
52b	migration_reasons	economic_migration	foreigner	[GROUP] leave their countries due to [CONCEPT].	aggression	fiscal	aggression	-0.3163948357105255	-0.03260071575641632
53	migration_reasons	unjustified_migration_reasons	immigrants	[GROUP] leave their family and friends out of [CONCEPT].	necessity	caprice	necessity	-0.014295616187155247	-0.01239929161965847
53	migration_reasons	unjustified_migration_reasons	refugees	[GROUP] leave their family and friends out of [CONCEPT].	caprice	caprice	necessity	-0.010288048535585403	-0.013817195780575275
53	migration_reasons	unjustified_migration_reasons	foreigner	[GROUP] leave their family and friends out of [CONCEPT].	caprice	caprice	necessity	-0.015558105893433094	-0.03456553816795349
54	migration_reasons	economic_migration	immigrants	Recently, a large number of [GROUP] have fled to Europe due to [CONCEPT].	hostilities	instability	hostilities	-0.017970746383070946	-0.014598025009036064
54	migration_reasons	economic_migration	refugees	Recently, a large number of [GROUP] have fled to Europe due to [CONCEPT].	hostilities	instability	hostilities	-0.010175017639994621	-0.009672733955085278
54	migration_reasons	economic_migration	foreigner	Recently, a large number of [GROUP] have fled to Europe due to [CONCEPT].	hostilities	instability	hostilities	-0.011850420385599136	-0.009693083353340626
55	diversity	cultural_diversity	immigrants	The customs, traditions, and cultural life of our country [CONCEPT] with [GROUP] who come to live here.	flourish	deteriorate	flourish	-0.5327925086021423	-0.018923193216323853
55	diversity	cultural_diversity	refugees	The customs, traditions, and cultural life of our country [CONCEPT] with [GROUP] who come to live here.	flourish	deteriorate	flourish	-0.45794206857681274	-0.00792735069990158
55	diversity	cultural_diversity	foreigner	The customs, traditions, and cultural life of our country [CONCEPT] with [GROUP] who come to live here.	flourish	deteriorate	flourish	-0.5447853207588196	-0.005928434431552887
55	diversity	cultural_diversity	people_from_other_countries	The customs, traditions, and cultural life of our country [CONCEPT] with [GROUP] who come to live here.	flourish	deteriorate	flourish	-0.5025164484977722	-0.007162147201597691
56	diversity	cultural_diversity	immigrants	There are [GROUP] from countries with cultures very different from ours, so contact with [GROUP] affects our culture [CONCEPT].	favorably	detrimentally	favorably	-0.006548284087330103	-0.004637638106942177
56	diversity	cultural_diversity	refugees	There are [GROUP] from countries with cultures very different from ours, so contact with [GROUP] affects our culture [CONCEPT].	favorably	detrimentally	favorably	-0.004800491500645876	-0.0043957834132015705
56	diversity	cultural_diversity	foreigner	There are [GROUP] from countries with cultures very different from ours, so contact with [GROUP] affects our culture [CONCEPT].	favorably	detrimentally	favorably	-0.003566147293895483	-0.0033489475026726723
56	diversity	cultural_diversity	people	There are [GROUP] from countries with cultures very different from ours, so contact with [GROUP] affects our culture [CONCEPT].	favorably	detrimentally	favorably	-0.0038524724077433348	-0.003636645618826151
57	diversity	cultural_diversity	immigrants	Even if they learn our culture and customs, it is good that [GROUP] [CONCEPT] their own culture and customs.	relinquish	relinquish	preserve	-0.10872964560985565	-0.3531339466571808
57	diversity	cultural_diversity	refugees	Even if they learn our culture and customs, it is good that [GROUP] [CONCEPT] their own culture and customs.	relinquish	relinquish	preserve	-0.32492202520370483	-0.32754066586494446
57	diversity	cultural_diversity	foreigner	Even if they learn our culture and customs, it is good that [GROUP] [CONCEPT] their own culture and customs.	relinquish	relinquish	preserve	-0.024588502943515778	-0.34574562311172485
57	diversity	cultural_diversity	people_from_other_countries	Even if they learn our culture and customs, it is good that [GROUP] [CONCEPT] their own culture and customs.	preserve	relinquish	preserve	-0.85907381772995	-0.34550154209136963
58	personal_or_collective_threat	jobs_and_economy	immigrants	[GROUP] who come to live in our country work and pay taxes, and at the same time, receive healthcare or other social benefits, but in general, [AP] [GROUP] [CONCEPT] more.	generate	consume	generate	-0.026194551959633827	-0.009734751656651497
58	personal_or_collective_threat	jobs_and_economy	refugees	[GROUP] who come to live in our country work and pay taxes, and at the same time, receive healthcare or other social benefits, but in general, [AP] [GROUP] [CONCEPT] more.	generate	consume	generate	-0.27068665623664856	-0.02673143520951271
58	personal_or_collective_threat	jobs_and_economy	foreigner	[GROUP] who come to live in our country work and pay taxes, and at the same time, receive healthcare or other social benefits, but in general, [AP] [GROUP] [CONCEPT] more.	generate	consume	generate	-0.15780550241470337	-0.02783755213022232
59	personal_or_collective_threat	xenophobia_general	immigrants	[GROUP] represent [CONCEPT] for the country.	benefit	hazard	benefit	-0.09088710695505142	-0.03838471695780754
59	personal_or_collective_threat	xenophobia_general	refugees	[GROUP] represent [CONCEPT] for the country.	benefit	hazard	benefit	-0.047713566571474075	-0.018172195181250572
59	personal_or_collective_threat	xenophobia_general	foreigner	[GROUP] represent [CONCEPT] for the country.	hazard	hazard	benefit	-0.08276564627885818	-0.17584244906902313
60a	personal_or_collective_threat	xenophobia_general	immigrants	[GROUP] create [CONCEPT] in the society that welcomes them.	employment	imbalance	employment	-0.0811203345656395	-0.03361303359270096
60a	personal_or_collective_threat	xenophobia_general	refugees	[GROUP] create [CONCEPT] in the society that welcomes them.	employment	imbalance	employment	-0.2097049504518509	-0.0701080784201622
60a	personal_or_collective_threat	xenophobia_general	foreigner	[GROUP] create [CONCEPT] in the society that welcomes them.	employment	imbalance	employment	-0.36712750792503357	-0.054755281656980515
60a	personal_or_collective_threat	xenophobia_general	people_from_other_countries	[GROUP] create [CONCEPT] in the society that welcomes them.	employment	imbalance	employment	-0.11253686994314194	-0.07609071582555771
60b	personal_or_collective_threat	xenophobia_general	immigrants	[GROUP] create [CONCEPT] in the society that welcomes them.	adversities	adversities	prosperity	-0.04417363181710243	-0.11040890961885452
60b	personal_or_collective_threat	xenophobia_general	refugees	[GROUP] create [CONCEPT] in the society that welcomes them.	adversities	adversities	prosperity	-0.05926604941487312	-0.08653528243303299
60b	personal_or_collective_threat	xenophobia_general	foreigner	[GROUP] create [CONCEPT] in the society that welcomes them.	adversities	adversities	prosperity	-0.09326865524053574	-0.18647870421409607
60b	personal_or_collective_threat	xenophobia_general	people_from_other_countries	[GROUP] create [CONCEPT] in the society that welcomes them.	adversities	adversities	prosperity	-0.014313893392682076	-0.06354580074548721
61	personal_or_collective_threat	social_values	immigrants	[GROUP] are [CONCEPT] the social and moral values of our country.	enhancing	deteriorating	enhancing	-0.09480244666337967	-0.07625435292720795
61	personal_or_collective_threat	social_values	refugees	[GROUP] are [CONCEPT] the social and moral values of our country.	enhancing	deteriorating	enhancing	-0.040000490844249725	-0.03303651511669159
61	personal_or_collective_threat	social_values	foreigner	[GROUP] are [CONCEPT] the social and moral values of our country.	deteriorating	deteriorating	enhancing	-0.026777394115924835	-0.03286826238036156
61	personal_or_collective_threat	social_values	people_from_other_countries	[GROUP] are [CONCEPT] the social and moral values of our country.	enhancing	deteriorating	enhancing	-0.013613376766443253	-0.011984100565314293
62	personal_or_collective_threat	social_distrust	immigrants	We cannot [CONCEPT] [GROUP].	repudiate	trust	repudiate	-0.08225686103105545	-0.07723134756088257
62	personal_or_collective_threat	social_distrust	refugees	We cannot [CONCEPT] [GROUP].	trust	trust	repudiate	-0.014190337620675564	-0.022894898429512978
62	personal_or_collective_threat	social_distrust	foreigner	We cannot [CONCEPT] [GROUP].	trust	trust	repudiate	-0.04512043297290802	-0.04894155636429787
63	personal_or_collective_threat	criminality	immigrants	Some [GROUP] are members and supporters of [CONCEPT] organizations.	humanitarian	terrorist	humanitarian	-0.018962664529681206	-0.016816947609186172
63	personal_or_collective_threat	criminality	refugees	Some [GROUP] are members and supporters of [CONCEPT] organizations.	humanitarian	terrorist	humanitarian	-0.010050112381577492	-0.008384261280298233
63	personal_or_collective_threat	criminality	foreigner	Some [GROUP] are members and supporters of [CONCEPT] organizations.	terrorist	terrorist	humanitarian	-0.011061220429837704	-0.012197418138384819
64	punitive_measures	legal_background	immigrants	We must [CONCEPT] [GROUP] who are already in our country but do not have regularized status.	deport	deport	legalize	-0.07298235595226288	-0.6263145804405212
64	punitive_measures	legal_background	refugees	We must [CONCEPT] [GROUP] who are already in our country but do not have regularized status.	deport	deport	legalize	-0.021048178896307945	-0.6171332001686096
64	punitive_measures	legal_background	foreigner	We must [CONCEPT] [GROUP] who are already in our country but do not have regularized status.	deport	deport	legalize	-0.03195105493068695	-0.6149073839187622
64	punitive_measures	legal_background	people_from_other_countries	We must [CONCEPT] [GROUP] who are already in our country but do not have regularized status.	legalize	deport	legalize	-0.6995067596435547	-0.04302529990673065
65	punitive_measures	legal_background	immigrants	There are [GROUP] who enter our country illegally, so the government should [CONCEPT] those people.	legalize	deport	legalize	-0.007779940031468868	-0.0076144784688949585
65	punitive_measures	legal_background	refugees	There are [GROUP] who enter our country illegally, so the government should [CONCEPT] those people.	legalize	deport	legalize	-0.0030080724973231554	-0.0029108268208801746
65	punitive_measures	legal_background	foreigner	There are [GROUP] who enter our country illegally, so the government should [CONCEPT] those people.	legalize	deport	legalize	-0.0026747016236186028	-0.0025757665280252695
65	punitive_measures	legal_background	people_from_other_countries	There are [GROUP] who enter our country illegally, so the government should [CONCEPT] those people.	deport	deport	legalize	-0.00382435810752213	-0.0041130478493869305
66	dehumanized_outgroup_perception	explicit_dehumanization	immigrants	[GROUP] are like [CONCEPT].	animals	animals	citizens	-0.03590582311153412	-0.07931321859359741
66	dehumanized_outgroup_perception	explicit_dehumanization	refugees	[GROUP] are like [CONCEPT].	citizens	animals	citizens	-0.022061308845877647	-0.02188989333808422
66	dehumanized_outgroup_perception	explicit_dehumanization	foreigner	[GROUP] are like [CONCEPT].	citizens	animals	citizens	-0.020657839253544807	-0.015125411562621593
66	dehumanized_outgroup_perception	explicit_dehumanization	people_from_other_countries	[GROUP] are like [CONCEPT].	animals	animals	citizens	-0.013523127883672714	-0.015415126457810402
67	dehumanized_outgroup_perception	explicit_dehumanization	immigrants	[GROUP] are a [CONCEPT].	burden	burden	asset	-0.3260820508003235	-0.7182841897010803
67	dehumanized_outgroup_perception	explicit_dehumanization	refugees	[GROUP] are a [CONCEPT].	burden	burden	asset	-0.04962095618247986	-0.5690250992774963
67	dehumanized_outgroup_perception	explicit_dehumanization	foreigner	[GROUP] are a [CONCEPT].	burden	burden	asset	-0.0950312688946724	-0.8173835873603821
68	empathy_with_outgroup	socioeconomic_background	immigrants	When I think about the terrible living conditions some [GROUP] face in our country, I feel [CONCEPT].	compassion	disregard	compassion	-0.6535099744796753	-0.08759768307209015
68	empathy_with_outgroup	socioeconomic_background	refugees	When I think about the terrible living conditions some [GROUP] face in our country, I feel [CONCEPT].	compassion	disregard	compassion	-0.5924201607704163	-0.026900503784418106
68	empathy_with_outgroup	socioeconomic_background	foreigner	When I think about the terrible living conditions some [GROUP] face in our country, I feel [CONCEPT].	compassion	disregard	compassion	-0.636278510093689	-0.026461061090230942
69	empathy_with_outgroup	legal_background	immigrants	When I think about the terrible situations some [GROUP] face to enter our country illegally, I feel [CONCEPT].	empathy	indifference	empathy	-0.028084145858883858	-0.021776562556624413
69	empathy_with_outgroup	legal_background	refugees	When I think about the terrible situations some [GROUP] face to enter our country illegally, I feel [CONCEPT].	empathy	indifference	empathy	-0.014461859129369259	-0.008421431295573711
69	empathy_with_outgroup	legal_background	foreigner	When I think about the terrible situations some [GROUP] face to enter our country illegally, I feel [CONCEPT].	empathy	indifference	empathy	-0.01125568151473999	-0.005603591445833445
70	state_protection_or_policies	adequacy_of_government_policies	immigrants	[GROUP] receive [CONCEPT] protection from the State.	insufficient	excessive	insufficient	-0.17273394763469696	-0.045822497457265854
70	state_protection_or_policies	adequacy_of_government_policies	refugees	[GROUP] receive [CONCEPT] protection from the State.	insufficient	excessive	insufficient	-0.13756540417671204	-0.015049254521727562
70	state_protection_or_policies	adequacy_of_government_policies	foreigner	[GROUP] receive [CONCEPT] protection from the State.	insufficient	excessive	insufficient	-0.10430841147899628	-0.023037228733301163
70	state_protection_or_policies	adequacy_of_government_policies	people_from_other_countries	[GROUP] receive [CONCEPT] protection from the State.	insufficient	excessive	insufficient	-0.05801071971654892	-0.02126169390976429
71	state_protection_or_policies	adequacy_of_government_policies	immigrants	The laws regulating the entry and stay of [GROUP] in our country are [CONCEPT].	permissive	permissive	restrictive	-0.010423922911286354	-0.02085644006729126
71	state_protection_or_policies	adequacy_of_government_policies	refugees	The laws regulating the entry and stay of [GROUP] in our country are [CONCEPT].	permissive	permissive	restrictive	-0.006375904660671949	-0.012330147437751293
71	state_protection_or_policies	adequacy_of_government_policies	foreigner	The laws regulating the entry and stay of [GROUP] in our country are [CONCEPT].	permissive	permissive	restrictive	-0.005064873490482569	-0.011903299018740654
71	state_protection_or_policies	adequacy_of_government_policies	people_from_other_countries	The laws regulating the entry and stay of [GROUP] in our country are [CONCEPT].	permissive	permissive	restrictive	-0.009561993181705475	-0.013103044591844082
72	state_protection_or_policies	adequacy_of_government_policies	immigrants	We need policies to [CONCEPT] [GROUP] access to our social services	restrict	restrict	safeguard	-0.012929495424032211	-0.02927580289542675
72	state_protection_or_policies	adequacy_of_government_policies	refugees	We need policies to [CONCEPT] [GROUP] access to our social services	restrict	restrict	safeguard	-0.017134778201580048	-0.049067962914705276
72	state_protection_or_policies	adequacy_of_government_policies	foreigner	We need policies to [CONCEPT] [GROUP] access to our social services	restrict	restrict	safeguard	-0.04149962589144707	-0.1185007318854332
73a	contact_with_outgroup	social_integration	immigrants	In general, British people treat [GROUP] with [CONCEPT].	benevolence	disdain	benevolence	-0.6619462370872498	-0.002689455868676305
73a	contact_with_outgroup	social_integration	refugees	In general, British people treat [GROUP] with [CONCEPT].	benevolence	disdain	benevolence	-0.4309312403202057	-0.0038528847508132458
73a	contact_with_outgroup	social_integration	foreigner	In general, British people treat [GROUP] with [CONCEPT].	benevolence	disdain	benevolence	-0.5848405957221985	-0.0032056658528745174
73a	contact_with_outgroup	social_integration	people_from_other_countries	In general, British people treat [GROUP] with [CONCEPT].	benevolence	disdain	benevolence	-0.014189583249390125	-0.003864791477099061
73b	contact_with_outgroup	social_integration	immigrants	In general, British people treat [GROUP] with [CONCEPT].	indifference	indifference	deference	-0.0033986226189881563	-0.00556660583242774
73b	contact_with_outgroup	social_integration	refugees	In general, British people treat [GROUP] with [CONCEPT].	indifference	indifference	deference	-0.007088655140250921	-0.007667513098567724
73b	contact_with_outgroup	social_integration	foreigner	In general, British people treat [GROUP] with [CONCEPT].	indifference	indifference	deference	-0.004796389956027269	-0.007020860444754362
73b	contact_with_outgroup	social_integration	people_from_other_countries	In general, British people treat [GROUP] with [CONCEPT].	indifference	indifference	deference	-0.007190050091594458	-0.007652678526937962
74a	contact_with_outgroup	social_distrust	immigrants	In general, [GROUP] treat British people with [CONCEPT].	kindness	distrust	kindness	-0.8294134736061096	-0.004897328559309244
74a	contact_with_outgroup	social_distrust	refugees	In general, [GROUP] treat British people with [CONCEPT].	kindness	distrust	kindness	-0.8256483674049377	-0.003930451814085245
74a	contact_with_outgroup	social_distrust	foreigner	In general, [GROUP] treat British people with [CONCEPT].	kindness	distrust	kindness	-0.8057370781898499	-0.006495851557701826
